,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff,today
5886,DNN,2021/07/16,$74.33K,2.5,1.1,2021/02/12 02:42,20210211,Call,74.33,154,133
5887,DNN,2021/07/16,$70.00K,2.5,1.1,2021/02/12 02:41,20210211,Call,70.0,154,133
5888,DNN,2021/04/16,$50.32K,2.5,1.1,2021/02/12 02:41,20210211,Call,50.32,63,42
5889,DNN,2021/07/16,$114.17K,2.5,1.1,2021/02/12 02:41,20210211,Call,114.17,154,133
5890,PANW,2023/01/20,$9.45M,400.0,390.08,2021/02/12 02:39,20210211,Call,9450.0,707,686
5891,UWMC,2021/03/19,$51.24K,12.5,9.3,2021/02/12 02:39,20210211,Call,51.24,35,14
5892,CMI,2021/03/19,$585.00K,260.0,239.64,2021/02/12 02:38,20210211,Call,585.0,35,14
5893,UWMC,2021/03/19,$43.68K,12.5,9.22,2021/02/12 02:38,20210211,Call,43.68,35,14
5894,CCJ,2021/07/16,$188.00K,22.0,15.64,2021/02/12 02:32,20210211,Call,188.0,154,133
5895,SCHW,2021/03/19,$203.00K,55.0,55.86,2021/02/12 02:30,20210211,Put,203.0,35,14
5896,CGRO,2021/03/19,$70.00K,17.5,12.78,2021/02/12 02:29,20210211,Call,70.0,35,14
5897,AXTA,2021/04/16,$715.36K,30.0,27.24,2021/02/12 02:28,20210211,Call,715.36,63,42
5898,AMC,2022/01/21,$715.00K,3.5,5.58,2021/02/12 02:26,20210211,Put,715.0,343,322
5899,AMC,2022/01/21,$425.00K,2.5,5.58,2021/02/12 02:26,20210211,Put,425.0,343,322
5900,SNDL,2021/03/19,$186.66K,1.0,2.74,2021/02/12 02:23,20210211,Call,186.66,35,14
5901,RTX,2021/03/19,$116.10K,65.0,71.65,2021/02/12 02:23,20210211,Put,116.1,35,14
5902,STKL,2021/06/18,$1.47M,7.5,16.52,2021/02/12 02:22,20210211,Call,1470.0,126,105
5903,STKL,2022/01/21,$1.27M,20.0,16.52,2021/02/12 02:22,20210211,Call,1270.0,343,322
5904,STKL,2021/06/18,$660.66K,15.0,16.52,2021/02/12 02:22,20210211,Call,660.66,126,105
5905,STKL,2021/06/18,$1.95M,10.0,16.52,2021/02/12 02:22,20210211,Call,1950.0,126,105
5906,STKL,2021/06/18,$900.00K,12.5,16.52,2021/02/12 02:22,20210211,Call,900.0,126,105
5907,STKL,2022/01/21,$3.60M,20.0,16.52,2021/02/12 02:22,20210211,Call,3600.0,343,322
5908,ITUB,2022/01/21,$729.00K,5.0,5.14,2021/02/12 02:22,20210211,Put,729.0,343,322
5909,LUMN,2021/07/16,$98.60K,10.0,11.42,2021/02/12 02:16,20210211,Put,98.6,154,133
5910,JPM,2022/01/21,$1.25M,110.0,139.09,2021/02/12 02:13,20210211,Put,1250.0,343,322
5911,AVID,2021/04/16,$95.04K,17.5,23.62,2021/02/12 02:11,20210211,Put,95.04,63,42
5912,EXPE,2021/03/19,$984.70K,125.0,148.14,2021/02/12 02:10,20210211,Put,984.7,35,14
5913,DNN,2021/03/19,$100.00K,2.5,1.06,2021/02/12 02:09,20210211,Call,100.0,35,14
5914,IQ,2021/06/18,$372.75K,27.5,25.99,2021/02/12 02:08,20210211,Call,372.75,126,105
5915,GLUU,2021/09/17,$39.90K,13.0,12.56,2021/02/12 02:08,20210211,Call,39.9,217,196
5916,BABA,2021/03/19,$527.94K,300.0,272.47,2021/02/12 02:08,20210211,Call,527.94,35,14
5917,GLUU,2021/09/17,$71.85K,13.0,12.56,2021/02/12 02:08,20210211,Call,71.85,217,196
5918,TLRY,2021/03/19,$7.73M,100.0,38.76,2021/02/12 02:05,20210211,Put,7730.0,35,14
5919,LYFT,2023/01/20,$535.00K,35.0,56.16,2021/02/12 02:05,20210211,Put,535.0,707,686
5920,LYFT,2023/01/20,$2.85M,80.0,56.16,2021/02/12 02:05,20210211,Call,2850.0,707,686
5921,LYFT,2023/01/20,$3.21M,35.0,56.16,2021/02/12 02:05,20210211,Put,3210.0,707,686
5922,TLRY,2021/03/19,$540.50K,100.0,38.81,2021/02/12 02:05,20210211,Call,540.5,35,14
5923,AR,2021/08/20,$509.83K,9.0,8.15,2021/02/12 02:01,20210211,Call,509.83,189,168
5924,KO,2021/04/16,$64.25K,55.0,50.59,2021/02/12 01:59,20210211,Call,64.25,63,42
5925,GLUU,2021/09/17,$111.75K,13.0,12.56,2021/02/12 01:58,20210211,Call,111.75,217,196
5926,SNDL,2022/01/21,$219.30K,7.0,3.11,2021/02/12 01:58,20210211,Call,219.3,343,322
5927,TLRY,2021/03/19,$494.50K,100.0,38.28,2021/02/12 01:56,20210211,Call,494.5,35,14
5928,TLRY,2021/03/19,$7.75M,100.0,38.28,2021/02/12 01:56,20210211,Put,7750.0,35,14
5929,SNDL,2022/01/21,$212.16K,7.0,2.95,2021/02/12 01:55,20210211,Call,212.16,343,322
5930,PBR,2021/04/16,$87.52K,11.0,10.48,2021/02/12 01:54,20210211,Call,87.52,63,42
5931,PBR,2021/04/16,$57.91K,12.0,10.48,2021/02/12 01:54,20210211,Call,57.91,63,42
5932,TVTY,2021/08/20,$210.00K,35.0,24.48,2021/02/12 01:52,20210211,Call,210.0,189,168
5933,GSAT,2021/07/16,$50.00K,4.0,2.18,2021/02/12 01:52,20210211,Call,50.0,154,133
5934,JPM,2022/01/21,$275.00K,90.0,138.64,2021/02/12 01:51,20210211,Put,275.0,343,322
5935,JPM,2022/01/21,$4.97M,90.0,138.64,2021/02/12 01:51,20210211,Call,4970.0,343,322
5936,SNDL,2022/01/21,$191.45K,7.0,2.79,2021/02/12 01:51,20210211,Call,191.45,343,322
5937,OPEN,2021/03/19,$600.00K,35.0,36.08,2021/02/12 01:49,20210211,Call,600.0,35,14
5938,FUTU,2021/03/19,$440.00K,100.0,155.13,2021/02/12 01:48,20210211,Put,440.0,35,14
5939,VALE,2021/04/16,$83.79K,20.0,17.35,2021/02/12 01:48,20210211,Call,83.79,63,42
5940,SNDL,2022/01/21,$90.00K,7.0,2.82,2021/02/12 01:44,20210211,Call,90.0,343,322
5941,SUM,2021/03/19,$3.26M,20.0,23.95,2021/02/12 01:43,20210211,Call,3260.0,35,14
5942,SUM,2021/03/19,$1.65M,25.0,23.95,2021/02/12 01:43,20210211,Call,1650.0,35,14
5943,FE,2023/01/20,$120.00K,50.0,31.12,2021/02/12 01:42,20210211,Call,120.0,707,686
5944,FE,2023/01/20,$220.00K,45.0,31.12,2021/02/12 01:42,20210211,Call,220.0,707,686
5945,ACB,2023/01/20,$820.00K,12.0,15.0,2021/02/12 01:40,20210211,Call,820.0,707,686
5946,ANGI,2021/03/19,$220.00K,15.0,15.74,2021/02/12 01:39,20210211,Put,220.0,35,14
5947,DNN,2021/07/16,$65.16K,2.5,1.06,2021/02/12 01:37,20210211,Call,65.16,154,133
5948,HEXO,2021/03/19,$340.57K,9.0,7.98,2021/02/12 01:37,20210211,Put,340.57,35,14
5949,GT,2022/01/21,$285.00K,22.0,14.02,2021/02/12 01:36,20210211,Call,285.0,343,322
5950,HCC,2021/04/16,$756.00K,20.0,21.28,2021/02/12 01:34,20210211,Call,756.0,63,42
5951,HTZGQ,2022/01/21,$67.50K,3.0,0.0,2021/02/12 01:34,20210211,Call,67.5,343,322
5952,HTZGQ,2022/01/21,$12.50K,8.0,0.0,2021/02/12 01:34,20210211,Call,12.5,343,322
5953,XOM,2021/03/19,$218.02K,47.5,49.04,2021/02/12 01:33,20210211,Put,218.02,35,14
5954,XOM,2021/03/19,$217.67K,47.5,49.04,2021/02/12 01:33,20210211,Put,217.67,35,14
5955,SNDL,2022/01/21,$144.75K,7.0,2.6,2021/02/12 01:33,20210211,Call,144.75,343,322
5956,SQ,2023/01/20,$7.86M,200.0,263.17,2021/02/12 01:32,20210211,Put,7860.0,707,686
5957,SQ,2023/01/20,$10.06M,350.0,263.17,2021/02/12 01:32,20210211,Call,10060.0,707,686
5958,VALE,2021/04/16,$83.96K,20.0,17.41,2021/02/12 01:30,20210211,Call,83.96,63,42
5959,VALE,2021/04/16,$55.65K,20.0,17.42,2021/02/12 01:30,20210211,Call,55.65,63,42
5960,VALE,2021/04/16,$87.32K,20.0,17.41,2021/02/12 01:30,20210211,Call,87.32,63,42
5961,HP,2022/01/21,$389.74K,40.0,26.35,2021/02/12 01:29,20210211,Call,389.74,343,322
5962,OPEN,2021/05/21,$850.00K,35.0,34.78,2021/02/12 01:29,20210211,Call,850.0,98,77
5963,WYNN,2021/03/19,$469.30K,130.0,113.18,2021/02/12 01:27,20210211,Call,469.3,35,14
5964,DIS,2021/03/19,$1.18M,195.0,188.47,2021/02/12 01:27,20210211,Call,1180.0,35,14
5965,DIS,2021/03/19,$520.03K,210.0,188.47,2021/02/12 01:27,20210211,Call,520.03,35,14
5966,DIS,2021/03/19,$683.51K,200.0,188.47,2021/02/12 01:27,20210211,Call,683.51,35,14
5967,DIS,2021/03/19,$937.30K,210.0,188.47,2021/02/12 01:27,20210211,Call,937.3,35,14
5968,DIS,2021/03/19,$409.50K,210.0,188.47,2021/02/12 01:27,20210211,Call,409.5,35,14
5969,DOCU,2023/01/20,$8.95M,350.0,254.88,2021/02/12 01:26,20210211,Call,8950.0,707,686
5970,DOCU,2023/01/20,$7.35M,200.0,254.88,2021/02/12 01:26,20210211,Put,7350.0,707,686
5971,NOK,2021/06/18,$153.93K,5.0,4.09,2021/02/12 01:26,20210211,Call,153.93,126,105
5972,VALE,2021/04/16,$120.96K,20.0,17.45,2021/02/12 01:23,20210211,Call,120.96,63,42
5973,SNDL,2022/01/21,$250.00K,5.0,2.59,2021/02/12 01:22,20210211,Call,250.0,343,322
5974,VALE,2021/04/16,$123.84K,20.0,17.47,2021/02/12 01:21,20210211,Call,123.84,63,42
5975,PSTH,2021/05/21,$645.00K,30.0,29.87,2021/02/12 01:21,20210211,Call,645.0,98,77
5976,PSTH,2021/05/21,$460.00K,40.0,29.87,2021/02/12 01:21,20210211,Call,460.0,98,77
5977,TCOM,2021/09/17,$609.00K,30.0,37.34,2021/02/12 01:20,20210211,Put,609.0,217,196
5978,AAL,2022/01/21,$310.65K,10.0,16.96,2021/02/12 01:20,20210211,Put,310.65,343,322
5979,VALE,2021/04/16,$64.48K,20.0,17.47,2021/02/12 01:20,20210211,Call,64.48,63,42
5980,SNDL,2022/01/21,$89.00K,7.0,2.61,2021/02/12 01:20,20210211,Call,89.0,343,322
5981,DNN,2021/03/19,$300.35K,2.5,1.11,2021/02/12 01:20,20210211,Call,300.35,35,14
5982,SNDL,2022/01/21,$144.09K,7.0,2.67,2021/02/12 01:20,20210211,Call,144.09,343,322
5983,LBRT,2021/03/19,$192.50K,10.0,10.65,2021/02/12 01:19,20210211,Put,192.5,35,14
5984,RIO,2022/01/21,$1.55M,72.5,81.98,2021/02/12 01:18,20210211,Call,1550.0,343,322
5985,VALE,2021/04/16,$90.00K,20.0,17.5,2021/02/12 01:18,20210211,Call,90.0,63,42
5986,VALE,2021/04/16,$67.56K,20.0,17.49,2021/02/12 01:18,20210211,Call,67.56,63,42
5987,VALE,2021/04/16,$131.32K,20.0,17.5,2021/02/12 01:18,20210211,Call,131.32,63,42
5988,ET,2021/07/16,$174.56K,8.0,6.86,2021/02/12 01:17,20210211,Call,174.56,154,133
5989,RIO,2022/01/21,$1.73M,70.0,82.04,2021/02/12 01:17,20210211,Call,1730.0,343,322
5990,CLR,2021/03/19,$305.00K,17.5,22.06,2021/02/12 01:16,20210211,Put,305.0,35,14
5991,CLR,2021/03/19,$730.00K,20.0,22.06,2021/02/12 01:16,20210211,Put,730.0,35,14
5992,PAA,2022/01/21,$50.00K,15.0,8.32,2021/02/12 01:14,20210211,Call,50.0,343,322
5993,SNDL,2022/01/21,$140.84K,7.0,2.57,2021/02/12 01:12,20210211,Call,140.84,343,322
5994,ENDP,2021/03/19,$1.10M,9.0,9.07,2021/02/12 01:12,20210211,Put,1100.0,35,14
5995,ENDP,2021/03/19,$750.00K,9.0,9.07,2021/02/12 01:12,20210211,Call,750.0,35,14
5996,CCL,2022/01/21,$360.00K,30.0,20.77,2021/02/12 01:11,20210211,Call,360.0,343,322
5997,SNDL,2022/01/21,$142.72K,7.0,2.48,2021/02/12 01:11,20210211,Call,142.72,343,322
5998,CCJ,2021/07/16,$680.00K,20.0,15.64,2021/02/12 01:11,20210211,Call,680.0,154,133
5999,TEVA,2022/01/21,$3.70M,12.0,11.4,2021/02/12 01:10,20210211,Call,3700.0,343,322
6000,TEVA,2022/01/21,$1.57M,17.0,11.4,2021/02/12 01:10,20210211,Call,1570.0,343,322
6001,RVLV,2021/03/19,$130.00K,50.0,39.59,2021/02/12 01:10,20210211,Call,130.0,35,14
6002,RVLV,2022/01/21,$1.69M,55.0,39.59,2021/02/12 01:10,20210211,Call,1690.0,343,322
6003,RVLV,2021/03/19,$1.65M,35.0,39.59,2021/02/12 01:10,20210211,Call,1650.0,35,14
6004,WDAY,2023/01/20,$4.86M,250.0,276.02,2021/02/12 01:10,20210211,Put,4860.0,707,686
6005,ZYNE,2021/03/19,$163.28K,7.5,6.15,2021/02/12 01:07,20210211,Call,163.28,35,14
6006,TEVA,2022/01/21,$416.12K,12.0,11.32,2021/02/12 01:06,20210211,Call,416.12,343,322
6007,TEVA,2022/01/21,$173.22K,17.0,11.32,2021/02/12 01:06,20210211,Call,173.22,343,322
6008,CSCO,2022/01/21,$147.00K,35.0,47.81,2021/02/12 01:06,20210211,Put,147.0,343,322
6009,DNN,2021/03/19,$210.32K,2.5,1.14,2021/02/12 01:05,20210211,Call,210.32,35,14
6010,GM,2021/06/18,$526.28K,60.0,52.97,2021/02/12 01:04,20210211,Call,526.28,126,105
6011,CCL,2021/07/16,$714.02K,22.5,20.8,2021/02/12 01:02,20210211,Call,714.02,154,133
6012,ET,2021/07/16,$169.86K,8.0,6.87,2021/02/12 00:59,20210211,Call,169.86,154,133
6013,ET,2021/07/16,$170.14K,8.0,6.87,2021/02/12 00:59,20210211,Call,170.14,154,133
6014,LAUR,2021/03/19,$82.50K,15.0,14.81,2021/02/12 00:59,20210211,Call,82.5,35,14
6015,ET,2021/07/16,$135.93K,8.0,6.86,2021/02/12 00:59,20210211,Call,135.93,154,133
6016,JEF,2021/09/17,$426.00K,25.0,28.3,2021/02/12 00:58,20210211,Put,426.0,217,196
6017,JEF,2021/09/17,$554.00K,30.0,28.3,2021/02/12 00:58,20210211,Call,554.0,217,196
6018,FOXA,2021/03/19,$645.00K,33.0,32.06,2021/02/12 00:58,20210211,Call,645.0,35,14
6019,GNW,2021/03/19,$70.94K,4.0,4.16,2021/02/12 00:58,20210211,Call,70.94,35,14
6020,FTCH,2022/01/21,$1.44M,100.0,69.03,2021/02/12 00:58,20210211,Call,1440.0,343,322
6021,CNK,2021/06/18,$351.85K,22.5,20.57,2021/02/12 00:57,20210211,Call,351.85,126,105
6022,KSS,2021/03/19,$688.50K,57.5,51.03,2021/02/12 00:56,20210211,Call,688.5,35,14
6023,ET,2021/07/16,$66.13K,8.0,6.86,2021/02/12 00:56,20210211,Call,66.13,154,133
6024,ET,2021/07/16,$66.00K,8.0,6.85,2021/02/12 00:56,20210211,Call,66.0,154,133
6025,CFII,2021/07/16,$245.13K,22.5,11.23,2021/02/12 00:55,20210211,Call,245.13,154,133
6026,SCHW,2021/06/18,$144.00K,41.0,55.9,2021/02/12 00:53,20210211,Put,144.0,126,105
6027,LYV,2022/01/21,$816.00K,62.5,82.83,2021/02/12 00:51,20210211,Put,816.0,343,322
6028,DNN,2021/03/19,$74.62K,2.5,1.12,2021/02/12 00:51,20210211,Call,74.62,35,14
6029,PINS,2021/05/21,$2.10M,80.0,87.04,2021/02/12 00:51,20210211,Call,2100.0,98,77
6030,DNN,2021/03/19,$350.00K,2.5,1.12,2021/02/12 00:51,20210211,Call,350.0,35,14
6031,HP,2022/01/21,$621.14K,40.0,26.84,2021/02/12 00:51,20210211,Call,621.14,343,322
6032,SHOP,2021/04/16,$12.61M,1500.0,1461.47,2021/02/12 00:51,20210211,Call,12610.0,63,42
6033,SHOP,2021/04/16,$16.38M,1500.0,1461.47,2021/02/12 00:51,20210211,Put,16379.999999999998,63,42
6034,OGI,2021/03/19,$350.96K,7.5,4.34,2021/02/12 00:51,20210211,Call,350.96,35,14
6035,ET,2021/07/16,$129.12K,8.0,6.86,2021/02/12 00:50,20210211,Call,129.12,154,133
6036,TSM,2021/03/19,$110.00K,165.0,138.47,2021/02/12 00:50,20210211,Call,110.0,35,14
6037,TWTR,2021/07/16,$1.93M,80.0,68.33,2021/02/12 00:50,20210211,Call,1930.0,154,133
6038,LVS,2021/05/21,$860.00K,57.5,55.19,2021/02/12 00:46,20210211,Call,860.0,98,77
6039,NLY,2021/03/19,$23.89K,8.0,8.52,2021/02/12 00:45,20210211,Put,23.89,35,14
6040,NNDM,2021/03/19,$329.70K,15.0,15.28,2021/02/12 00:45,20210211,Call,329.7,35,14
6041,NLY,2021/04/16,$59.65K,8.0,8.52,2021/02/12 00:44,20210211,Put,59.65,63,42
6042,NLY,2021/04/16,$72.50K,8.0,8.52,2021/02/12 00:44,20210211,Put,72.5,63,42
6043,QS,2021/03/19,$558.89K,40.0,45.08,2021/02/12 00:42,20210211,Put,558.89,35,14
6044,PFE,2021/06/18,$220.18K,34.0,34.43,2021/02/12 00:41,20210211,Call,220.18,126,105
6045,ZNGA,2023/01/20,$1.08M,3.0,12.13,2021/02/12 00:40,20210211,Call,1080.0,707,686
6046,TSM,2021/03/19,$645.98K,155.0,138.13,2021/02/12 00:39,20210211,Call,645.98,35,14
6047,BTWN,2021/04/16,$381.50K,12.5,14.77,2021/02/12 00:37,20210211,Put,381.5,63,42
6048,BTWN,2021/04/16,$378.00K,25.0,14.77,2021/02/12 00:37,20210211,Call,378.0,63,42
6049,BTWN,2021/04/16,$735.00K,17.5,14.77,2021/02/12 00:37,20210211,Call,735.0,63,42
6050,ELY,2021/03/19,$77.50K,39.0,30.46,2021/02/12 00:35,20210211,Call,77.5,35,14
6051,HEXO,2022/01/21,$172.38K,1.0,8.27,2021/02/12 00:35,20210211,Call,172.38,343,322
6052,ELY,2021/03/19,$136.25K,34.0,30.46,2021/02/12 00:35,20210211,Call,136.25,35,14
6053,SLM,2021/03/19,$552.00K,14.0,15.02,2021/02/12 00:33,20210211,Call,552.0,35,14
6054,CCS,2021/06/18,$240.00K,85.0,62.58,2021/02/12 00:33,20210211,Call,240.0,126,105
6055,GSAT,2021/12/17,$287.15K,2.0,2.2,2021/02/12 00:31,20210211,Call,287.15,308,287
6056,JD,2022/01/21,$780.00K,70.0,99.19,2021/02/12 00:31,20210211,Put,780.0,343,322
6057,ET,2021/07/16,$1.34M,6.0,6.83,2021/02/12 00:28,20210211,Call,1340.0,154,133
6058,TRIP,2021/06/18,$7.63M,22.0,36.76,2021/02/12 00:28,20210211,Call,7630.0,126,105
6059,CMCSA,2021/06/18,$322.00K,47.5,52.58,2021/02/12 00:28,20210211,Put,322.0,126,105
6060,ACB,2021/06/18,$854.07K,10.0,15.59,2021/02/12 00:26,20210211,Call,854.07,126,105
6061,ET,2021/07/16,$60.00K,8.0,6.8,2021/02/12 00:26,20210211,Call,60.0,154,133
6062,ET,2021/07/16,$89.94K,8.0,6.8,2021/02/12 00:26,20210211,Call,89.94,154,133
6063,GM,2021/03/19,$226.00K,55.0,52.91,2021/02/12 00:25,20210211,Call,226.0,35,14
6064,ET,2021/07/16,$155.78K,8.0,6.78,2021/02/12 00:25,20210211,Call,155.78,154,133
6065,ET,2021/07/16,$153.68K,8.0,6.78,2021/02/12 00:25,20210211,Call,153.68,154,133
6066,GS,2022/01/21,$1.83M,250.0,301.93,2021/02/12 00:24,20210211,Put,1830.0,343,322
6067,GS,2022/01/21,$558.00K,180.0,301.84,2021/02/12 00:24,20210211,Put,558.0,343,322
6068,HEXO,2023/01/20,$164.96K,0.5,8.51,2021/02/12 00:21,20210211,Call,164.96,707,686
6069,SNDL,2021/03/19,$78.44K,2.0,2.61,2021/02/12 00:21,20210211,Put,78.44,35,14
6070,DNN,2021/03/19,$150.27K,2.5,1.14,2021/02/12 00:20,20210211,Call,150.27,35,14
6071,TRIP,2021/06/18,$8.04M,22.0,37.31,2021/02/12 00:17,20210211,Call,8039.999999999999,126,105
6072,PLTR,2021/08/20,$1.74M,30.0,35.07,2021/02/12 00:16,20210211,Put,1740.0,189,168
6073,SNDL,2021/07/16,$145.70K,6.0,2.89,2021/02/12 00:15,20210211,Call,145.7,154,133
6074,GM,2021/06/18,$688.00K,60.0,52.97,2021/02/12 00:15,20210211,Call,688.0,126,105
6075,GM,2021/06/18,$612.00K,70.0,52.97,2021/02/12 00:15,20210211,Call,612.0,126,105
6076,PYPL,2021/03/19,$14.42M,240.0,297.2,2021/02/12 00:14,20210211,Call,14420.0,35,14
6077,PYPL,2021/03/19,$1.71M,310.0,297.2,2021/02/12 00:14,20210211,Call,1710.0,35,14
6078,SNDL,2022/01/21,$416.07K,7.0,2.89,2021/02/12 00:14,20210211,Call,416.07,343,322
6079,SNDL,2022/01/21,$644.90K,7.0,2.89,2021/02/12 00:14,20210211,Call,644.9,343,322
6080,SNAP,2021/06/18,$595.00K,75.0,64.41,2021/02/12 00:12,20210211,Call,595.0,126,105
6081,LYFT,2021/04/16,$2.09M,55.0,56.48,2021/02/12 00:06,20210211,Call,2090.0,63,42
6082,LYFT,2021/04/16,$1.55M,55.0,56.48,2021/02/12 00:06,20210211,Put,1550.0,63,42
6083,DNN,2021/03/19,$75.87K,2.5,1.12,2021/02/12 00:05,20210211,Call,75.87,35,14
6084,DNN,2021/03/19,$75.25K,2.5,1.12,2021/02/12 00:05,20210211,Call,75.25,35,14
6085,DNN,2021/03/19,$75.00K,2.5,1.12,2021/02/12 00:05,20210211,Call,75.0,35,14
6086,XOM,2021/03/19,$616.80K,50.0,49.71,2021/02/12 00:05,20210211,Put,616.8,35,14
6087,GLUU,2021/09/17,$100.00K,13.0,12.57,2021/02/12 00:04,20210211,Call,100.0,217,196
6088,APA,2021/03/19,$330.00K,15.0,16.94,2021/02/12 00:03,20210211,Call,330.0,35,14
6089,UBER,2022/01/21,$2.14M,65.0,63.29,2021/02/12 00:03,20210211,Call,2140.0,343,322
6090,MELI,2023/01/20,$20.06M,1240.0,1946.22,2021/02/12 00:02,20210211,Put,20060.0,707,686
6091,MELI,2023/01/20,$24.25M,1340.0,1946.22,2021/02/12 00:02,20210211,Put,24250.0,707,686
6092,MU,2021/04/16,$827.90K,85.0,86.07,2021/02/12 00:01,20210211,Call,827.9,63,42
6093,QTT,2021/03/19,$387.10K,7.5,5.44,2021/02/12 00:00,20210211,Call,387.1,35,14
6094,UBER,2021/04/16,$849.58K,65.0,63.63,2021/02/11 23:59,20210211,Call,849.58,63,42
6095,QTT,2021/04/16,$236.31K,5.0,5.4,2021/02/11 23:58,20210211,Call,236.31,63,42
6096,TSM,2021/03/19,$538.56K,155.0,136.89,2021/02/11 23:56,20210211,Call,538.56,35,14
6097,EB,2021/07/16,$332.50K,17.5,17.92,2021/02/11 23:53,20210211,Call,332.5,154,133
6098,DAL,2022/01/21,$407.00K,35.0,43.05,2021/02/11 23:52,20210211,Put,407.0,343,322
6099,ZNTE,2021/03/19,$24.68K,10.0,13.95,2021/02/11 23:50,20210211,Put,24.68,35,14
6100,FTOC,2021/03/19,$300.00K,15.0,12.98,2021/02/11 23:49,20210211,Call,300.0,35,14
6101,WDC,2021/04/16,$590.00K,65.0,64.16,2021/02/11 23:49,20210211,Put,590.0,63,42
6102,EBAY,2021/04/16,$233.00K,65.0,62.44,2021/02/11 23:48,20210211,Call,233.0,63,42
6103,XOM,2021/03/19,$350.36K,52.5,49.93,2021/02/11 23:46,20210211,Call,350.36,35,14
6104,WDC,2021/04/16,$1.06M,75.0,63.88,2021/02/11 23:45,20210211,Call,1060.0,63,42
6105,KGC,2022/01/21,$432.62K,7.0,7.58,2021/02/11 23:45,20210211,Call,432.62,343,322
6106,YELL,2021/04/16,$165.00K,6.0,6.12,2021/02/11 23:44,20210211,Call,165.0,63,42
6107,YELL,2021/03/19,$302.60K,5.0,6.13,2021/02/11 23:44,20210211,Call,302.6,35,14
6108,EGO,2021/03/19,$112.50K,13.0,13.34,2021/02/11 23:43,20210211,Put,112.5,35,14
6109,WORK,2021/03/19,$60.00K,47.0,43.36,2021/02/11 23:41,20210211,Call,60.0,35,14
6110,CCJ,2021/03/19,$122.81K,17.0,16.28,2021/02/11 23:41,20210211,Call,122.81,35,14
6111,LVS,2021/06/18,$540.00K,50.0,54.93,2021/02/11 23:37,20210211,Put,540.0,126,105
6112,PENN,2021/03/19,$263.00K,145.0,112.37,2021/02/11 23:33,20210211,Call,263.0,35,14
6113,QEP,2021/03/19,$77.00K,4.0,3.39,2021/02/11 23:31,20210211,Put,77.0,35,14
6114,JD,2021/03/19,$590.00K,100.0,99.11,2021/02/11 23:31,20210211,Call,590.0,35,14
6115,PSTH,2021/04/16,$462.00K,40.0,30.03,2021/02/11 23:29,20210211,Call,462.0,63,42
6116,PSTH,2021/04/16,$390.00K,45.0,30.03,2021/02/11 23:29,20210211,Call,390.0,63,42
6117,HPE,2021/05/21,$109.77K,15.0,14.09,2021/02/11 23:27,20210211,Call,109.77,98,77
6118,DNN,2021/03/19,$75.89K,2.5,1.17,2021/02/11 23:25,20210211,Call,75.89,35,14
6119,RRC,2021/06/18,$738.13K,10.0,10.14,2021/02/11 23:25,20210211,Call,738.13,126,105
6120,MU,2021/03/19,$135.75K,100.0,85.65,2021/02/11 23:24,20210211,Call,135.75,35,14
6121,RIG,2022/01/21,$318.40K,3.5,3.63,2021/02/11 23:24,20210211,Call,318.4,343,322
6122,DNN,2021/03/19,$75.64K,2.5,1.23,2021/02/11 23:23,20210211,Call,75.64,35,14
6123,THBR,2021/05/21,$420.00K,17.5,11.51,2021/02/11 23:22,20210211,Call,420.0,98,77
6124,TLRY,2022/01/21,$1.99M,65.0,42.11,2021/02/11 23:21,20210211,Call,1990.0,343,322
6125,SNDL,2021/03/12,$173.00K,3.0,3.28,2021/02/11 23:21,20210211,Call,173.0,28,7
6126,DNN,2021/03/19,$75.10K,2.5,1.17,2021/02/11 23:20,20210211,Call,75.1,35,14
6127,SNDL,2021/04/16,$229.50K,1.5,3.37,2021/02/11 23:20,20210211,Call,229.5,63,42
6128,TEVA,2021/03/19,$108.00K,12.0,11.38,2021/02/11 23:20,20210211,Call,108.0,35,14
6129,SNDL,2021/04/16,$203.59K,2.5,3.36,2021/02/11 23:20,20210211,Call,203.59,63,42
6130,DNN,2021/03/19,$58.65K,2.5,1.17,2021/02/11 23:19,20210211,Call,58.65,35,14
6131,DNN,2021/03/19,$74.94K,2.5,1.17,2021/02/11 23:19,20210211,Call,74.94,35,14
6132,LVS,2021/03/19,$141.32K,45.0,54.99,2021/02/11 23:18,20210211,Put,141.32,35,14
6133,BB,2021/04/16,$335.00K,11.0,12.66,2021/02/11 23:18,20210211,Call,335.0,63,42
6134,DNN,2021/03/19,$58.48K,2.5,1.18,2021/02/11 23:18,20210211,Call,58.48,35,14
6135,DNN,2021/03/19,$76.21K,2.5,1.18,2021/02/11 23:17,20210211,Call,76.21,35,14
6136,LVS,2021/03/19,$48.36K,45.0,55.08,2021/02/11 23:17,20210211,Put,48.36,35,14
6137,SNDL,2022/01/21,$234.38K,4.0,3.37,2021/02/11 23:17,20210211,Call,234.38,343,322
6138,DNN,2021/07/16,$74.28K,2.5,1.19,2021/02/11 23:16,20210211,Call,74.28,154,133
6139,MOMO,2021/04/16,$86.00K,25.0,18.75,2021/02/11 23:16,20210211,Call,86.0,63,42
6140,PENN,2021/03/19,$526.87K,145.0,113.55,2021/02/11 23:13,20210211,Call,526.87,35,14
6141,DNN,2021/03/19,$184.20K,2.5,1.14,2021/02/11 23:12,20210211,Call,184.2,35,14
